,id,rodada_id,pontos,preco,variacao,media,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
1710,73476,20,0.0,6.9,0.0,0.0,Marcão,7.59,{},tec,FLU,Provável,0
1734,69288,20,0.0,5.34,0.0,0.2,Gamarra,0.0,"{'FC': 2, 'FF': 1, 'PE': 3, 'RB': 1}",ata,CSA,Nulo,1
1758,73513,20,0.0,3.04,0.0,1.58,Maranhão,0.0,"{'FC': 12, 'FD': 1, 'FF': 3, 'FS': 18, 'G': 1, 'I': 4, 'PE': 14, 'RB': 6}",ata,CSA,Nulo,1
1770,73619,20,0.0,5.1,0.0,1.74,Wellington Nem,1.3,"{'CA': 2, 'FC': 11, 'FD': 2, 'FF': 7, 'FS': 23, 'PE': 6, 'RB': 2}",ata,FLU,Provável,0
1782,73540,20,0.0,9.4,0.0,2.95,Rogério,-0.6,"{'FC': 7, 'FD': 6, 'FF': 4, 'FS': 14, 'G': 1, 'I': 3, 'PE': 9, 'RB': 3}",ata,BAH,Nulo,0
1794,69161,20,0.0,3.69,0.0,2.83,Boselli,1.5,"{'A': 2, 'CA': 2, 'FC': 5, 'FD': 5, 'FF': 6, 'FS': 12, 'G': 3, 'I': 2, 'PE': 14, 'RB': 1}",ata,COR,Provável,0
1806,73533,20,0.0,3.0,0.0,0.0,Glédson,0.0,"{'DD': 2, 'GS': 2}",gol,AVA,Nulo,1
1830,70009,20,0.0,4.74,0.0,1.64,Romulo,0.0,"{'CA': 3, 'FC': 18, 'FD': 2, 'FF': 3, 'FS': 9, 'G': 1, 'PE': 16, 'RB': 11}",mei,GRE,Nulo,1
1842,69705,20,0.0,16.23,0.0,3.7,Nikão,0.0,"{'A': 2, 'CA': 2, 'FC': 10, 'FD': 10, 'FF': 12, 'FS': 10, 'FT': 1, 'G': 4, 'I': 3, 'PE': 20, 'RB': 7}",mei,ATL,Contundido,0
1854,73608,20,0.0,2.41,0.0,0.3,Nenê Bonilha,0.0,"{'FC': 1, 'FF': 1}",mei,FOR,Contundido,1
1890,73721,20,0.0,4.01,0.0,0.6,Marcos Vinícius,1.5,"{'FC': 2, 'FS': 3, 'PE': 2, 'RB': 2}",mei,BOT,Nulo,0
1902,70116,20,0.0,4.79,0.0,2.92,Fellipe Bastos,4.0,"{'CA': 3, 'FC': 8, 'FD': 2, 'FF': 10, 'FS': 3, 'G': 1, 'PE': 7, 'RB': 13}",mei,VAS,Suspenso,1
1914,70222,20,0.0,3.74,0.0,1.03,Sidão,0.0,"{'DD': 8, 'GS': 8, 'PE': 6}",gol,VAS,Nulo,1
1926,70132,20,0.0,2.74,-0.54,0.6,Alan Santos,1.2,"{'FC': 5, 'FF': 1, 'FS': 3, 'PE': 3, 'RB': 2}",mei,BOT,Nulo,0
1938,70666,20,0.0,5.51,0.0,5.05,Marllon,0.0,"{'CA': 1, 'FC': 1, 'FF': 1, 'FS': 7, 'PE': 4, 'RB': 3, 'SG': 1}",zag,COR,Nulo,0
1962,70784,20,0.0,7.0,0.0,0.0,Joao Rojas,0.0,{},ata,SAO,Contundido,0
2058,80748,20,0.0,7.11,0.0,3.53,Di Santo,6.6,"{'CA': 1, 'FC': 7, 'FD': 4, 'FF': 2, 'FS': 3, 'G': 2, 'I': 2, 'PE': 6, 'RB': 3}",ata,ATL,Provável,0
2106,73992,20,0.0,2.24,0.0,0.34,Rodinei,0.0,"{'CA': 3, 'FC': 8, 'FD': 1, 'FF': 1, 'FS': 5, 'I': 2, 'PE': 9, 'RB': 7, 'SG': 2}",lat,FLA,Nulo,0
2118,74074,20,0.0,4.01,0.0,2.15,Claudio Winck,0.0,"{'CA': 1, 'FC': 2, 'FF': 2, 'PE': 6, 'RB': 5}",lat,VAS,Nulo,1
2214,71019,20,0.0,4.0,0.0,0.0,Bryan Ruíz,0.0,{},mei,SAN,Nulo,1
2226,80080,20,0.0,4.62,0.0,1.13,Brenner,0.0,"{'CA': 4, 'FC': 24, 'FD': 3, 'FF': 7, 'FS': 19, 'FT': 1, 'G': 2, 'I': 6, 'PE': 15, 'RB': 2}",ata,AVA,Nulo,1
2238,75372,20,0.0,0.99,0.0,0.24,Derlis González,0.0,"{'CA': 3, 'CV': 1, 'FC': 15, 'FD': 2, 'FF': 3, 'FS': 14, 'G': 1, 'I': 6, 'PE': 16, 'RB': 9}",ata,SAN,Dúvida,1
2250,74213,20,0.0,3.43,-0.14,0.87,Guerra,0.5,"{'CA': 3, 'FC': 8, 'FD': 1, 'FF': 4, 'FS': 3, 'G': 1, 'I': 1, 'PE': 10, 'RB': 3}",mei,BAH,Nulo,0
2262,77500,20,0.0,2.95,0.0,1.27,Yago,0.0,"{'CA': 3, 'FC': 9, 'FF': 1, 'FS': 2, 'I': 1, 'PE': 11, 'RB': 6, 'SG': 4}",zag,GOI,Contundido,1
2274,80129,20,0.0,3.49,0.0,1.56,Jadson,0.0,"{'CA': 1, 'FC': 10, 'FD': 1, 'FF': 3, 'FS': 14, 'PE': 11, 'RB': 12}",mei,CRU,Nulo,1
2286,71042,20,0.0,4.56,0.0,2.2,Augusto,0.0,"{'A': 2, 'FC': 25, 'FD': 9, 'FF': 3, 'FS': 15, 'I': 3, 'PE': 20, 'RB': 12}",mei,CHA,Nulo,0
2298,71043,20,0.0,2.47,0.0,5.85,Leo,-4.3,"{'CA': 1, 'DD': 7, 'GS': 6, 'PE': 2}",gol,ATL,Dúvida,0
2310,77570,20,0.0,4.23,0.0,1.8,Auremir,0.0,"{'FC': 6, 'FS': 3, 'PE': 8, 'RB': 7}",mei,CEA,Nulo,0
2334,71116,20,0.0,4.0,0.0,0.0,Roberto,-0.3,"{'A': 1, 'FC': 4, 'FD': 2, 'FF': 2, 'FS': 5, 'I': 1, 'PE': 8, 'RB': 3}",lat,CHA,Nulo,0
2346,77809,20,0.0,9.48,0.0,5.02,William Pottker,0.0,"{'FC': 4, 'FD': 1, 'FF': 4, 'FS': 2, 'G': 2, 'PE': 6, 'RB': 5}",ata,INT,Nulo,0
2358,78151,20,0.0,4.0,0.0,0.0,Vagner,0.0,{},gol,CHA,Contundido,0
2370,71113,20,0.0,4.27,0.0,0.14,Felipe Baxola,0.4,"{'CA': 1, 'FC': 7, 'FD': 2, 'FF': 3, 'FS': 2, 'PE': 12, 'RB': 4}",mei,CEA,Provável,0
2394,78248,20,0.0,5.48,0.0,2.52,Gustavo Henrique,4.2,"{'CA': 6, 'CV': 1, 'FC': 23, 'FD': 3, 'FF': 6, 'FS': 12, 'G': 2, 'PE': 32, 'RB': 16, 'SG': 11}",zag,SAN,Provável,1
2418,78086,20,0.0,6.1,0.0,4.62,César,0.0,"{'DD': 7, 'FS': 1, 'GS': 4, 'SG': 1}",gol,FLA,Nulo,0
2442,78445,20,0.0,8.04,0.0,4.03,Renê,12.2,"{'A': 2, 'CA': 2, 'FC': 15, 'FD': 2, 'FF': 2, 'FS': 6, 'PE': 39, 'RB': 28, 'SG': 8}",lat,FLA,Provável,0
2454,78495,20,0.0,2.23,0.0,-0.5,Marcos,0.0,"{'DD': 1, 'FS': 1, 'GS': 2}",gol,GOI,Nulo,1
2478,78512,20,0.0,1.93,0.0,0.85,Paulinho,0.0,"{'FC': 7, 'FF': 2, 'FS': 4, 'PE': 9, 'RB': 4}",lat,AVA,Nulo,1
2502,78548,20,0.0,8.0,0.0,2.17,Jean Mota,-1.1,"{'A': 1, 'CA': 1, 'FC': 16, 'FD': 9, 'FF': 5, 'FS': 21, 'FT': 1, 'G': 1, 'PE': 32, 'RB': 10}",mei,SAN,Nulo,1
2514,78605,20,0.0,6.63,0.0,3.36,Gabriel,4.4,"{'CA': 1, 'FC': 14, 'FF': 1, 'FS': 4, 'PE': 15, 'RB': 28}",mei,COR,Provável,0
2538,78654,20,0.0,4.0,0.0,0.0,Eduardo Brock,8.0,"{'RB': 2, 'SG': 1}",zag,CEA,Nulo,0
2550,78475,20,0.0,2.0,0.0,0.0,Alex Amado,0.0,{},ata,CEA,Nulo,0
2562,78577,20,0.0,7.33,0.0,4.31,Ricardinho,8.6,"{'A': 5, 'CA': 1, 'FC': 22, 'FD': 15, 'FF': 18, 'FS': 7, 'G': 1, 'PE': 58, 'RB': 34}",mei,CEA,Provável,0
2574,80276,20,0.0,3.0,0.0,0.0,Alexandre Cajuru,0.0,{},gol,CSA,Contundido,1
2598,80189,20,0.0,6.24,-0.04,3.17,Lucas Fonseca,1.6,"{'A': 1, 'CA': 2, 'FC': 6, 'FD': 2, 'FF': 3, 'FS': 9, 'PE': 43, 'RB': 14, 'SG': 13}",zag,BAH,Provável,0
2610,80287,20,0.0,5.91,0.0,2.93,Luciano,6.7,"{'A': 3, 'CA': 6, 'FC': 17, 'FD': 11, 'FF': 9, 'FS': 14, 'G': 3, 'I': 3, 'PE': 28, 'PP': 1, 'RB': 13}",ata,GRE,Nulo,1
2622,78855,20,0.0,5.6,0.0,1.55,Thiago Santos,9.2,"{'CA': 3, 'FC': 24, 'FD': 1, 'FF': 1, 'FS': 8, 'G': 1, 'I': 1, 'PE': 8, 'RB': 19}",mei,PAL,Suspenso,1
2658,78865,20,0.0,7.12,0.0,1.4,Rodrigo Dourado,0.0,"{'CA': 1, 'FC': 2, 'FS': 1, 'PE': 2, 'RB': 3}",mei,INT,Contundido,0
2682,78851,20,0.0,4.73,0.0,1.2,Richard,0.0,"{'DD': 1, 'FS': 1, 'GS': 1, 'PE': 1}",gol,CEA,Nulo,0
2706,80363,20,0.0,2.85,0.0,1.13,Ariel Cabral,0.5,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 6, 'PE': 19, 'RB': 12}",mei,CRU,Nulo,1
2730,80318,20,0.0,3.23,0.0,0.85,Ezequiel ,0.0,"{'CA': 3, 'FC': 13, 'FS': 2, 'I': 1, 'PE': 8, 'RB': 3, 'SG': 3}",lat,BAH,Nulo,0
2742,80394,20,0.0,2.0,0.0,0.0,Matheus Inácio,0.0,{},gol,FOR,Contundido,1
2754,80395,20,0.0,2.11,0.0,0.91,Renatinho,0.0,"{'CA': 1, 'FC': 4, 'FD': 4, 'FF': 4, 'FS': 7, 'I': 1, 'PE': 9, 'RB': 2}",mei,GOI,Contundido,1
2790,78991,20,0.0,3.0,0.0,0.0,Moisés Ribeiro,0.0,{},mei,CHA,Suspenso,0
2802,79109,20,0.0,4.0,0.0,0.0,Romero,0.0,{},mei,FOR,Nulo,1
2838,80664,20,0.0,2.41,0.0,1.17,Michel,0.0,"{'CA': 1, 'CV': 1, 'FC': 7, 'FS': 6, 'PE': 10, 'RB': 5, 'SG': 2}",lat,COR,Suspenso,0
2862,80853,20,0.0,13.01,0.0,6.4,Pedro Geromel,-0.3,"{'CA': 3, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 8, 'G': 2, 'PE': 14, 'RB': 30, 'SG': 4}",zag,GRE,Provável,1
2874,79336,20,0.0,1.76,0.0,1.0,Romário Rodrigues,0.0,"{'FC': 1, 'FF': 1, 'FS': 4, 'PE': 1}",ata,CEA,Nulo,0
2886,80692,20,0.0,9.98,0.0,5.24,Luan,4.2,"{'CA': 1, 'FC': 8, 'FD': 3, 'FF': 2, 'FS': 7, 'PE': 8, 'RB': 16, 'SG': 2}",zag,PAL,Nulo,1
2910,80944,20,0.0,5.27,0.0,1.46,Marlone,0.0,"{'CA': 1, 'FC': 8, 'FF': 6, 'FS': 9, 'FT': 1, 'G': 1, 'I': 1, 'PE': 17, 'RB': 7}",mei,GOI,Contundido,1
2922,79578,20,0.0,6.25,0.0,2.3,Sassá,0.0,"{'CA': 1, 'FC': 13, 'FD': 7, 'FF': 8, 'FS': 15, 'FT': 1, 'G': 2, 'I': 3, 'PE': 6, 'RB': 2}",ata,CRU,Nulo,1
2946,80949,20,0.0,3.0,0.0,0.0,Biro Biro,0.0,{},ata,BOT,Contundido,0
2958,81091,20,0.0,6.81,0.0,3.48,Jair,0.0,"{'CA': 2, 'FC': 16, 'FF': 1, 'FS': 14, 'G': 1, 'PE': 13, 'RB': 21}",mei,ATL,Contundido,0
2970,84854,20,0.0,6.17,0.0,11.7,Lucas Frigeri,0.0,"{'DD': 6, 'GS': 5, 'PE': 2}",gol,AVA,Nulo,1
2982,81150,20,0.0,7.71,0.0,-0.3,Mayke,0.0,{'PE': 1},lat,PAL,Nulo,1
3018,84861,20,0.0,4.35,0.0,1.7,Alex Silva,0.0,"{'CA': 1, 'FC': 2, 'FD': 1, 'FF': 1, 'FS': 3, 'PE': 1, 'RB': 1}",lat,AVA,Contundido,1
3030,84860,20,0.0,4.81,0.0,6.43,Abner Felipe,0.0,"{'A': 2, 'FC': 6, 'FS': 5, 'PE': 9, 'RB': 5, 'SG': 1}",lat,ATL,Nulo,0
3066,84890,20,0.0,4.08,0.0,2.02,Euller ,0.0,"{'FC': 2, 'FD': 1, 'FF': 5, 'FS': 3, 'FT': 1, 'PE': 6, 'RB': 2}",lat,CSA,Nulo,1
3102,81776,20,0.0,2.36,0.0,1.65,Bruno Nazário,0.0,"{'CA': 1, 'FC': 5, 'FD': 5, 'FF': 3, 'FS': 10, 'FT': 1, 'PE': 11, 'RB': 2}",mei,ATL,Nulo,0
3114,81951,20,0.0,4.23,0.0,2.42,Igor Julião,0.0,"{'CA': 1, 'FC': 14, 'FD': 2, 'FF': 1, 'FS': 13, 'PE': 11, 'RB': 14, 'SG': 3}",lat,FLU,Nulo,0
3126,85423,20,0.0,3.86,0.0,1.45,Valdívia,0.0,"{'A': 1, 'FC': 10, 'FD': 3, 'FF': 5, 'FS': 10, 'PE': 14, 'RB': 5}",mei,VAS,Nulo,1
3138,85425,20,0.0,2.0,0.0,0.0,João Paulo,0.0,{},gol,SAN,Nulo,1
3150,85004,20,0.0,2.0,0.0,0.0,Marcos Felipe ,0.0,{},gol,FLU,Nulo,0
3162,81905,20,0.0,6.0,0.0,0.0,Henrique Dourado,2.0,"{'FD': 1, 'FF': 1}",ata,PAL,Nulo,1
3174,85418,20,0.0,3.0,0.0,0.0,Uilson,0.0,{},gol,ATL,Contundido,0
3186,99460,20,0.0,1.25,0.0,1.6,Caio,0.0,"{'DD': 3, 'GS': 4, 'PE': 4, 'SG': 1}",gol,ATL,Nulo,0
3198,85300,20,0.0,5.21,0.15,1.36,Berrío ,0.0,"{'A': 2, 'CA': 1, 'CV': 1, 'FC': 15, 'FD': 1, 'FF': 6, 'FS': 4, 'G': 1, 'PE': 16, 'RB': 8}",ata,FLA,Contundido,0
3210,91191,20,0.0,9.0,0.0,0.0,Gustavo Blanco,0.0,{},mei,ATL,Contundido,0
3222,81881,20,0.0,6.0,0.0,0.0,João Ricardo,7.0,"{'DD': 5, 'GS': 3, 'PE': 1}",gol,CHA,Provável,0
3234,99462,20,0.0,2.0,0.0,0.0,Wesley,-0.5,"{'CA': 1, 'FC': 2, 'FF': 1, 'FS': 1, 'PE': 1, 'RB': 1}",mei,AVA,Provável,1
3246,82411,20,0.0,5.15,0.0,0.38,Cueva,0.0,"{'CA': 1, 'FC': 4, 'FS': 4, 'PE': 12, 'RB': 5}",mei,SAN,Nulo,1
3258,82474,20,0.0,3.11,0.0,2.9,Gegê,0.0,"{'FC': 10, 'FD': 4, 'FF': 5, 'FS': 5, 'FT': 1, 'G': 1, 'PE': 11, 'RB': 11}",mei,AVA,Nulo,1
3270,99474,20,0.0,3.4,0.0,2.9,Wenderson,0.0,"{'FS': 4, 'PE': 2, 'RB': 1}",mei,BOT,Nulo,0
3294,82634,20,0.0,5.0,0.0,0.0,Matheus Galdezani,0.0,{},mei,INT,Contundido,0
3318,84893,20,0.0,3.75,0.0,2.55,Henrique,4.4,"{'CA': 5, 'FC': 16, 'FD': 1, 'FF': 2, 'FS': 20, 'PE': 15, 'RB': 13, 'SG': 4}",lat,VAS,Dúvida,1
3342,99721,20,0.0,1.75,0.0,-2.3,Mascarenhas,0.0,"{'CA': 1, 'PE': 1}",lat,FLU,Contundido,0
3366,99789,20,0.0,3.14,0.0,2.3,Brenner,0.0,"{'FC': 2, 'FD': 2, 'FF': 4, 'FS': 4, 'FT': 1, 'PE': 6, 'RB': 4}",ata,FLU,Nulo,0
3402,99661,20,0.0,1.29,0.0,-0.5,Igor Cássio,0.7,"{'CA': 1, 'FC': 2, 'PE': 1, 'RB': 2}",ata,BOT,Nulo,0
3414,82639,20,0.0,3.61,0.0,2.33,Marcelo Hermes,7.0,"{'A': 1, 'CA': 3, 'FC': 9, 'FD': 1, 'FF': 3, 'FS': 8, 'PE': 17, 'RB': 11, 'SG': 3}",lat,GOI,Nulo,1
3426,82647,20,0.0,4.02,0.0,2.1,Régis,0.0,"{'FD': 1, 'FF': 1, 'FS': 2, 'PE': 1, 'RB': 2}",mei,COR,Nulo,0
3450,82730,20,0.0,5.43,0.0,12.5,Marcelo Rangel,0.0,"{'DD': 6, 'FS': 1, 'GS': 3}",gol,GOI,Nulo,1
3462,82767,20,0.0,2.0,0.0,0.0,Vinícius Araújo,1.0,"{'FC': 2, 'FD': 2, 'FS': 1, 'I': 3, 'PE': 4, 'RB': 1}",ata,AVA,Provável,1
3486,99881,20,0.0,7.1,0.0,3.3,Ricardo,0.0,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 8, 'G': 1, 'PE': 22, 'RB': 20, 'SG': 2}",zag,VAS,Nulo,1
3498,99900,20,0.0,2.54,0.0,0.97,Luan Pereira,0.0,"{'A': 1, 'CA': 4, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 10, 'PE': 12, 'RB': 8}",mei,AVA,Nulo,1
3510,99891,20,0.0,12.01,0.0,4.25,Chará,0.0,"{'A': 1, 'FC': 9, 'FD': 11, 'FF': 12, 'FS': 25, 'FT': 1, 'G': 3, 'I': 4, 'PE': 49, 'RB': 20}",ata,ATL,Contundido,0
3534,85465,20,0.0,10.08,0.0,4.82,Alex Santana,0.0,"{'CA': 2, 'FC': 11, 'FD': 6, 'FF': 13, 'FS': 21, 'FT': 1, 'G': 5, 'PE': 19, 'RB': 11}",mei,BOT,Contundido,0
3546,85626,20,0.0,3.67,0.0,-1.0,Léo,0.0,"{'CA': 1, 'FC': 1, 'RB': 1}",lat,SAO,Nulo,0
3558,85931,20,0.0,6.59,0.0,6.17,Hyoran,0.0,"{'A': 1, 'FC': 6, 'FD': 3, 'FF': 5, 'FS': 5, 'FT': 1, 'PE': 6, 'RB': 5}",mei,PAL,Nulo,1
3582,99903,20,0.0,2.2,0.0,1.83,Lucas Campos,0.0,"{'CA': 1, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 8, 'PE': 6, 'RB': 8}",ata,BOT,Nulo,0
3606,82880,20,0.0,5.13,0.0,1.37,Daniel Amorim,0.0,"{'CA': 1, 'FC': 6, 'FD': 3, 'FF': 5, 'FS': 9, 'G': 1, 'I': 2, 'PE': 6}",ata,AVA,Contundido,1
3618,89815,20,0.0,2.47,0.82,0.32,Gustavo Ferrareis,0.0,"{'CA': 2, 'CV': 1, 'FC': 8, 'FD': 4, 'FF': 11, 'FS': 10, 'I': 1, 'PE': 20, 'RB': 5}",mei,AVA,Nulo,1
3630,82943,20,0.0,3.0,0.0,0.0,Matheus Ribeiro,0.0,{},lat,SAN,Nulo,1
3642,99918,20,0.0,1.79,0.0,1.4,Patrick,0.0,"{'FC': 1, 'FD': 3, 'FF': 1, 'FS': 11, 'G': 1, 'PE': 6, 'RB': 4}",mei,GRE,Nulo,1
3690,86120,20,0.0,5.6,0.0,2.27,Borja,0.0,"{'A': 1, 'CA': 1, 'FC': 5, 'FD': 3, 'FF': 1, 'FS': 6, 'I': 1, 'PE': 3, 'RB': 1}",ata,PAL,Nulo,1
3702,100002,20,0.0,1.99,0.0,1.63,Rickson,0.0,"{'FC': 1, 'FF': 1, 'FS': 6, 'PE': 3, 'RB': 2}",mei,BOT,Nulo,0
3726,100065,20,0.0,3.74,0.0,1.97,Lincoln,0.0,"{'CA': 1, 'FC': 3, 'FD': 4, 'FF': 3, 'FS': 8, 'G': 1, 'I': 1, 'PE': 8, 'RB': 2}",ata,FLA,Contundido,0
3750,83263,20,0.0,1.0,0.0,0.0,Yuri,0.0,{},mei,BAH,Nulo,0
3762,100290,20,0.0,2.16,-0.16,0.0,Lucas Venuto,0.0,"{'FC': 2, 'FF': 1, 'PE': 1}",ata,SAN,Nulo,1
3774,100084,20,0.0,0.88,-0.2,0.21,Igor Gomes,1.3,"{'CA': 2, 'FC': 11, 'FD': 3, 'FF': 4, 'FS': 12, 'G': 1, 'PE': 14, 'RB': 4}",mei,SAO,Nulo,0
3786,100103,20,0.0,1.02,0.0,0.6,Pedrinho,0.0,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 1, 'PE': 1}",ata,ATL,Nulo,0
3798,100289,20,0.0,5.63,0.0,3.78,Felipe Pires,0.0,"{'A': 1, 'FC': 3, 'FD': 2, 'FF': 5, 'FS': 12, 'G': 1, 'I': 1, 'PE': 11, 'RB': 2}",ata,FOR,Nulo,1
3810,100125,20,0.0,3.28,0.0,1.21,Thuler,2.5,"{'CA': 2, 'FC': 7, 'FS': 4, 'PE': 7, 'RB': 4, 'SG': 3}",zag,FLA,Nulo,0
3858,100430,20,0.0,1.79,0.0,-0.1,Matheus Matias,0.0,"{'FC': 3, 'FF': 1, 'FS': 1}",ata,AVA,Nulo,1
3870,100652,20,0.0,2.0,0.0,0.0,Yuri Alberto,0.0,{},ata,SAN,Nulo,1
3894,100712,20,0.0,2.0,0.0,0.0,Filipe,0.0,{},gol,COR,Nulo,0
3918,83681,20,0.0,3.92,0.0,2.95,Rafinha,0.0,"{'FC': 2, 'FS': 3, 'PE': 3, 'RB': 4}",lat,CSA,Nulo,1
3966,100761,20,0.0,3.82,0.0,1.46,Liziero,5.4,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 3, 'FS': 9, 'PE': 22, 'RB': 16}",mei,SAO,Provável,0
3978,83869,20,0.0,3.0,0.0,0.0,Diego Tavares,0.0,{},lat,FOR,Nulo,1
3990,100763,20,0.0,0.9,0.0,0.6,Gabriel Sara,-0.5,"{'FD': 1, 'I': 1, 'PE': 2}",mei,SAO,Nulo,0
4002,84253,20,0.0,0.78,0.0,-2.8,Jean Carlos,0.0,"{'CA': 1, 'FC': 1, 'PE': 1}",mei,GOI,Nulo,1
4014,84381,20,0.0,3.48,0.0,2.13,Rafinha,0.0,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 3, 'FT': 1, 'PE': 3, 'RB': 1}",mei,GOI,Nulo,1
4026,84338,20,0.0,1.0,0.0,0.0,Max Walef,0.0,{},gol,FOR,Nulo,1
4038,84339,20,0.0,3.2,0.0,3.22,Bruno Melo,0.0,"{'CV': 1, 'FC': 7, 'FF': 1, 'FS': 9, 'G': 1, 'I': 1, 'PE': 9, 'RB': 3, 'SG': 2}",lat,FOR,Nulo,1
4050,100830,20,0.0,2.0,0.0,0.0,Brenno,0.0,{},gol,GRE,Nulo,1
4074,84428,20,0.0,5.34,0.0,2.14,Fernando Sobral,0.0,"{'CA': 1, 'FC': 17, 'FD': 2, 'FF': 6, 'FS': 11, 'I': 1, 'PE': 23, 'RB': 22}",mei,CEA,Nulo,0
4134,84847,20,0.0,2.99,0.0,-0.4,Luan Peres ,7.7,"{'CA': 1, 'FC': 5, 'FF': 1, 'FS': 2, 'PE': 5, 'RB': 3, 'SG': 2}",zag,SAN,Nulo,1
4146,100840,20,0.0,2.0,0.0,0.0,Emanuel,0.0,{},zag,GRE,Nulo,1
4158,89101,20,0.0,2.22,0.0,1.63,Bruno Sávio,0.0,"{'FC': 2, 'FD': 1, 'FF': 2, 'FS': 1, 'PE': 6, 'RB': 4}",ata,AVA,Nulo,1
4170,100842,20,0.0,1.0,0.0,0.0,Ruan,0.0,{},zag,GRE,Nulo,1
4182,88427,20,0.0,2.59,0.0,0.49,Marlon,-0.8,"{'CA': 1, 'FC': 10, 'FS': 8, 'PE': 7, 'RB': 5}",mei,FOR,Nulo,1
4194,88651,20,0.0,1.19,0.0,-0.9,Vinícius Tanque,0.7,"{'FC': 8, 'FS': 5, 'I': 1, 'PE': 3}",ata,BOT,Nulo,0
4206,86143,20,0.0,1.68,0.0,-2.5,Wanderson,0.0,"{'CA': 1, 'FC': 2, 'FS': 1}",zag,BAH,Nulo,0
4230,86380,20,0.0,2.62,0.0,3.0,Luanderson ,0.0,"{'FC': 3, 'FF': 1, 'FS': 5, 'PE': 1, 'RB': 3}",mei,AVA,Nulo,1
4242,86264,20,0.0,4.46,0.0,1.47,Natanael,0.0,"{'CA': 2, 'FC': 8, 'FF': 1, 'FS': 4, 'GC': 1, 'PE': 15, 'RB': 9, 'SG': 2}",lat,INT,Contundido,0
4254,89150,20,0.0,3.57,0.0,0.93,Jean,0.0,"{'FF': 2, 'PE': 1, 'RB': 1}",mei,BOT,Nulo,0
4266,100843,20,0.0,1.0,0.0,0.0,Felipe,0.0,{},lat,GRE,Nulo,1
4278,89226,20,0.0,5.09,0.0,5.75,Iago Maidana,0.0,"{'CA': 2, 'FC': 5, 'FF': 2, 'FS': 2, 'FT': 1, 'G': 1, 'PE': 9, 'RB': 6}",zag,ATL,Nulo,0
4290,100846,20,0.0,1.0,0.0,0.0,Esteves,0.0,{},lat,PAL,Nulo,1
4302,89492,20,0.0,3.0,0.0,0.0,Saulo,0.0,{},gol,BOT,Nulo,0
4326,89273,20,0.0,5.0,0.0,0.0,João Pedro ,-0.4,"{'CA': 1, 'FC': 4, 'FD': 1, 'PE': 3, 'RB': 2, 'SG': 1}",lat,BAH,Provável,0
4338,89342,20,0.0,3.0,0.0,0.0,Caju,0.0,{},lat,SAN,Nulo,1
4362,100987,20,0.0,8.81,0.0,3.78,Nonato,0.0,"{'A': 1, 'CA': 3, 'FC': 43, 'FD': 4, 'FF': 6, 'FS': 16, 'G': 3, 'I': 1, 'PE': 27, 'RB': 43}",mei,INT,Nulo,0
4398,101040,20,0.0,2.0,0.0,0.0,Rony,0.0,{},zag,SAO,Nulo,0
4410,89883,20,0.0,2.6,0.0,1.5,Dodi,0.0,"{'CA': 1, 'FS': 1, 'PE': 1, 'RB': 2}",mei,FLU,Nulo,0
4422,90118,20,0.0,0.77,0.0,-0.85,Yago Rocha,6.5,"{'CA': 1, 'CV': 1, 'FC': 10, 'FS': 8, 'PE': 16, 'RB': 8, 'SG': 4}",lat,GOI,Provável,1
4530,101316,20,0.0,3.0,0.0,0.0,Gustavo,0.0,{},zag,AVA,Nulo,1
4566,101317,20,0.0,1.0,0.0,0.0,Jô,0.0,{},ata,AVA,Nulo,1
4578,90843,20,0.0,2.0,0.0,0.0,Elias,0.0,{},gol,CHA,Nulo,0
4590,101421,20,0.0,1.0,0.0,0.0,Igor Campos,0.0,{},gol,CHA,Nulo,0
4602,101422,20,0.0,2.8,0.0,-0.3,Bruno Silva,0.0,{'PE': 1},ata,ATL,Nulo,0
4638,90846,20,0.0,3.15,0.0,1.65,Klaus,0.0,"{'CA': 1, 'FC': 9, 'FD': 1, 'FS': 3, 'PE': 21, 'RB': 5, 'SG': 3}",zag,INT,Dúvida,0
4650,90933,20,0.0,3.32,0.0,-2.0,Jean,0.0,{'CA': 1},gol,SAO,Nulo,0
4686,101573,20,0.0,2.0,0.0,0.0,Pepê,0.0,{},mei,FLA,Nulo,0
4698,101574,20,0.0,1.0,0.0,0.0,Hugo Souza,0.0,{},gol,FLA,Nulo,0
4710,101375,20,0.0,1.0,0.0,0.0,Matheus Prado,0.0,{},mei,CSA,Nulo,1
4722,101512,20,0.0,1.0,0.0,0.0,Joelson,0.0,{},mei,CSA,Nulo,1
4734,90943,20,0.0,1.0,0.0,0.0,Zé Marcos,0.0,"{'FC': 2, 'PE': 2, 'RB': 1}",zag,AVA,Nulo,1
